Quelle:;"Bayerisches Landesamt für Umwelt, www.gkd.bayern.de"
Datenbankabfrage:;"23.11.2023 14:44"
Zeitbezug:;MEZ
Messstellen-Name:;"Laufen Messstation"
Messstellen-Nr.:;12771
Gewässer:;Salzach
Ostwert:;793265;Nordwert:;5316906;"ETRS89 / UTM Zone 32N"

Datum;"NO3 [mg/l]";"o-PO4-P [mg/l]";Prüfstatus
"1991-04-29 09:49:00";3,1;0,018;Geprueft
"1991-05-15 10:20:00";4,00;0,039;Geprueft
"1991-05-28 09:37:00";3,4;0,026;Geprueft
"1991-06-12 10:10:00";2,7;0,019;Geprueft
"1991-06-26 09:30:00";1,8;0,007;Geprueft
"1991-07-10 10:00:00";2,4;0,018;Geprueft
"1991-07-24 10:00:00";2,2;0,017;Geprueft
"1991-08-07 09:45:00";2,7;0,011;Geprueft
"1991-08-21 09:45:00";3,1;0,032;Geprueft
"1991-09-03 09:30:00";2,7;0,021;Geprueft
"1991-09-18 10:05:00";2,9;0,034;Geprueft
"1991-10-01 09:45:00";2,7;0,017;Geprueft
"1991-10-16 09:45:00";3,9;0,02;Geprueft
"1991-10-29 09:20:00";3,2;0,015;Geprueft
"1991-11-13 10:30:00";4,00;0,015;Geprueft
"1991-11-27 09:10:00";3,9;0,027;Geprueft
"1991-12-11 10:10:00";3,5;0,03;Geprueft
"1992-01-08 10:45:00";4,4;;Geprueft
"1992-01-22 09:25:00";4,00;;Geprueft
"1992-02-05 09:30:00";4,4;0,043;Geprueft
"1992-02-17 10:25:00";5,3;0,023;Geprueft
"1992-03-04 10:05:00";4,4;0,028;Geprueft
"1992-03-18 09:15:00";5,3;0,029;Geprueft
"1992-04-01 10:20:00";4,4;0,023;Geprueft
"1992-04-13 09:40:00";3,5;0,008;Geprueft
"1992-04-29 09:30:00";2,7;"< BG";Geprueft
"1992-05-13 09:15:00";2,7;0,007;Geprueft
"1992-05-26 10:20:00";1,8;0,013;Geprueft
"1992-06-10 10:00:00";2,2;0,019;Geprueft
"1992-06-24 09:15:00";1,8;0,014;Geprueft
"1992-07-06 10:30:00";2,2;0,019;Geprueft
"1992-07-22 09:05:00";2,2;0,029;Geprueft
"1992-08-03 09:30:00";2,2;0,013;Geprueft
"1992-08-19 10:20:00";2,7;0,019;Geprueft
"1992-09-02 10:40:00";2,7;0,027;Geprueft
"1992-09-16 09:30:00";2,2;0,016;Geprueft
"1992-09-30 09:55:00";2,7;0,037;Geprueft
"1992-10-14 10:10:00";3,1;0,039;Geprueft
"1992-10-28 09:10:00";3,5;0,022;Geprueft
"1992-11-11 09:10:00";3,5;0,027;Geprueft
"1992-11-25 09:55:00";4,00;0,031;Geprueft
"1992-12-09 09:35:00";4,4;0,021;Geprueft
"1992-12-21 10:15:00";4,00;0,023;Geprueft
"1993-01-04 09:45:00";3,5;0,041;Geprueft
"1993-01-20 09:15:00";3,7;0,035;Geprueft
"1993-02-03 09:15:00";4,4;0,031;Geprueft
"1993-02-17 09:50:00";3,9;0,033;Geprueft
"1993-03-03 09:50:00";4,00;0,041;Geprueft
"1993-03-17 09:30:00";5,3;0,027;Geprueft
"1993-03-31 09:15:00";4,9;0,025;Geprueft
"1993-04-14 09:05:00";4,00;0,029;Geprueft
"1993-04-28 08:55:00";2,9;0,011;Geprueft
